Date,Open,High,Low,Close,open_pct,high_pct,low_pct,close_pct
2010-01-21,14.183062,14.471245,14.183062,14.471245,,,,
2010-01-22,14.415203,14.467237,14.321143,14.401195,-0.39,-0.03,-1.04,-0.48
2010-01-25,14.263111,14.351168,14.247102,14.249103,-0.96,-0.35,-1.07,-1.06
2010-01-26,14.269109,14.291124,14.181053,14.19306,0.14,0.29,-0.48,-0.39
2010-01-27,14.299129,14.413202,14.203069,14.275115,0.75,1.55,0.07,0.58
2010-01-28,14.121017,14.285122,14.119017,14.221081,-1.08,0.07,-1.09,-0.38
2010-01-29,14.199069,14.493257,14.173053,14.475246,-0.15,1.91,-0.34,1.79
2010-02-01,14.399193,14.401195,14.195064,14.241094,-0.53,-0.51,-1.94,-1.62
2010-02-02,14.281125,14.303139,14.203075,14.287128,0.28,0.44,-0.27,0.32
2010-02-03,14.098998,14.14903,13.9449,13.956907,-1.32,-0.97,-2.4,-2.31
2010-02-04,14.165045,14.411203,14.141031,14.397194,1.49,3.25,1.32,3.15
2010-02-05,14.257107,14.595323,14.235093,14.451231,-0.97,1.38,-1.13,0.38
2010-02-08,14.43322,14.51327,14.403201,14.51327,-0.12,0.43,-0.33,0.43
2010-02-09,14.397194,14.523273,14.199066,14.217078,-0.8,0.07,-2.16,-2.04
2010-02-10,14.257104,14.341159,13.910884,13.944905,0.28,0.87,-2.15,-1.91
2010-02-11,13.910886,13.922893,13.640714,13.786806,-0.24,-0.16,-2.18,-1.13
2010-02-12,13.940904,13.946907,13.856849,13.894874,1.12,1.16,0.51,0.78
2010-02-16,13.756784,13.97092,13.754784,13.946906,-0.99,0.55,-1.01,0.37
2010-02-17,13.820827,13.868859,13.546653,13.650719,-0.9,-0.56,-2.87,-2.12
2010-02-18,13.636708,13.636708,13.382547,13.522635,-0.1,-0.1,-1.96,-0.94
2010-02-19,13.608694,13.682742,13.506628,13.660728,0.64,1.18,-0.12,1.02
2010-02-22,13.572672,13.614698,13.506629,13.576674,-0.64,-0.34,-1.13,-0.62
2010-02-23,13.636713,13.994942,13.630709,13.982935,0.44,3.08,0.4,2.99
2010-02-24,13.996939,14.097002,13.898875,14.036963,0.1,0.82,-0.6,0.39
2010-02-25,14.171052,14.235093,14.12102,14.203074,0.96,1.41,0.6,1.18
2010-02-26,14.31314,14.479247,14.283122,14.345161,0.77,1.94,0.56,1.0
2010-03-01,14.291135,14.389197,14.235098,14.361179,-0.38,0.31,-0.77,0.11
2010-03-02,14.217079,14.31314,14.165046,14.31314,-1.0,-0.33,-1.37,-0.33
2010-03-03,14.241099,14.249103,14.157044,14.249103,-0.5,-0.45,-1.09,-0.45
2010-03-04,14.19907,14.421212,14.19907,14.357171,-0.35,1.21,-0.35,0.76
2010-03-05,14.171053,14.183061,13.944909,13.996943,-1.3,-1.21,-2.87,-2.51
2010-03-08,13.864856,13.896877,13.828833,13.848845,-0.94,-0.71,-1.2,-1.06
2010-03-09,13.898872,13.900874,13.826826,13.874858,0.36,0.38,-0.16,0.19
2010-03-10,13.752779,13.814818,13.694742,13.814818,-0.88,-0.43,-1.3,-0.43
2010-03-11,13.73077,13.944907,13.73077,13.886869,-0.61,0.94,-0.61,0.52
2010-03-12,13.838838,14.105008,13.838838,14.056976,-0.35,1.57,-0.35,1.22
2010-03-15,14.040968,14.062981,13.948908,14.050974,-0.11,0.04,-0.77,-0.04
2010-03-16,14.141035,14.257108,14.139033,14.251104,0.64,1.47,0.63,1.42
2010-03-17,14.331152,14.371177,14.261107,14.371177,0.56,0.84,0.07,0.84
2010-03-18,14.359171,14.363173,14.241097,14.269114,-0.08,-0.06,-0.91,-0.71
2010-03-19,14.327152,14.403202,14.227088,14.327152,0.41,0.94,-0.29,0.41
2010-03-22,14.347164,14.357169,14.339159,14.355169,0.14,0.21,0.08,0.2
2010-03-23,14.293122,14.299126,14.209069,14.219076,-0.43,-0.39,-1.02,-0.95
2010-03-24,13.877597,13.983747,13.627244,13.705354,-2.4,-1.66,-4.16,-3.61
2010-03-25,13.605218,13.667305,13.432974,13.517093,-0.73,-0.28,-1.99,-1.37
2010-03-26,13.465016,13.61723,13.46101,13.597202,-0.39,0.74,-0.41,0.59
2010-03-29,13.539121,13.547132,13.408937,13.50307,-0.43,-0.37,-1.38,-0.69
2010-03-30,13.452999,13.583183,13.388908,13.575171,-0.37,0.59,-0.85,0.53
2010-03-31,13.699346,13.77345,13.659288,13.757428,0.91,1.46,0.62,1.34
2010-04-01,13.651283,13.701354,13.567163,13.701354,-0.77,-0.41,-1.38,-0.41
2010-04-05,13.370889,13.430973,13.220677,13.248716,-2.41,-1.97,-3.51,-3.3
2010-04-06,13.342847,13.344848,13.204651,13.278756,0.71,0.73,-0.33,0.23
2010-04-07,13.256722,13.673309,13.19864,13.613225,-0.17,2.97,-0.6,2.52
2010-04-08,13.667302,13.731392,13.549136,13.633254,0.4,0.87,-0.47,0.15
2010-04-09,13.56916,13.711361,13.529104,13.685325,-0.47,0.57,-0.76,0.38
2010-04-12,13.771445,13.867579,13.73339,13.841543,0.63,1.33,0.35,1.14
2010-04-13,13.975742,13.979748,13.879607,13.927674,0.97,1.0,0.27,0.62
2010-04-14,13.927673,13.945697,13.729393,13.729393,-0.0,0.13,-1.42,-1.42
2010-04-15,13.623235,13.845549,13.607214,13.785465,-0.77,0.85,-0.89,0.41
2010-04-16,13.829531,14.009784,13.79348,13.979743,0.32,1.63,0.06,1.41
2010-04-19,14.013793,14.013793,13.877601,13.907643,0.24,0.24,-0.73,-0.52
2010-04-20,13.981743,14.001772,13.935679,13.999769,0.53,0.68,0.2,0.66
2010-04-21,14.099909,14.268146,14.099909,14.230093,0.72,1.92,0.72,1.65
2010-04-22,14.274158,14.338248,14.135963,14.135963,0.31,0.76,-0.66,-0.66
2010-04-23,14.109927,14.113933,13.975738,14.045836,-0.18,-0.16,-1.13,-0.64
2010-04-26,14.182031,14.21007,14.003779,14.075881,0.97,1.17,-0.3,0.21
2010-04-27,14.286176,14.616643,14.252129,14.494471,1.49,3.84,1.25,2.97
2010-04-28,14.358277,14.406345,14.174016,14.240109,-0.94,-0.61,-2.21,-1.75
2010-04-29,14.288176,14.362281,14.180024,14.336245,0.34,0.86,-0.42,0.68
2010-04-30,14.41035,14.688743,14.376302,14.680733,0.52,2.46,0.28,2.4
2010-05-03,14.558563,14.660707,14.54254,14.652697,-0.83,-0.14,-0.94,-0.19
2010-05-04,15.023212,15.191449,14.953114,15.161407,2.53,3.68,2.05,3.47
2010-05-05,15.359698,15.640093,15.181446,15.337667,1.31,3.16,0.13,1.16
2010-05-06,15.413769,16.811745,15.355687,16.244944,0.5,9.61,0.12,5.92
2010-05-07,15.978567,16.699585,15.800315,15.872417,-1.64,2.8,-2.74,-2.29
2010-05-10,15.073286,15.313625,15.049251,15.19746,-5.03,-3.52,-5.19,-4.25
2010-05-11,15.345668,15.34767,15.059263,15.161407,0.98,0.99,-0.91,-0.24
2010-05-12,15.01921,15.095318,14.905048,14.905048,-0.94,-0.44,-1.69,-1.69
