Date,equity,active_tranches,avg_entry_price,ma250_equity,ma250_position,ma200_equity,ma200_position,ma150_equity,ma150_position,drawdown_pct
1999-05-28,9442667,3,46.54077470999999,3147521,71621,3147565,71622,3147565,71622,-8.05
1999-06-01,9232827,3,46.54077470999999,3077575,71621,3077618,71622,3077618,71622,-10.09
1999-06-02,9388787,3,46.54077470999999,3129561,71621,3129605,71622,3129605,71622,-8.57
1999-06-03,9255515,3,46.54077470999999,3085137,71621,3085181,71622,3085181,71622,-9.87
1999-06-04,9539074,3,46.54077470999999,3179656,71621,3179701,71622,3179701,71622,-7.11
1999-06-07,9737569,3,46.54077470999999,3245821,71621,3245866,71622,3245866,71622,-5.18
1999-06-08,9493708,3,46.54077470999999,3164534,71621,3164579,71622,3164579,71622,-7.55
1999-06-09,9652501,3,46.54077470999999,3217465,71621,3217510,71622,3217510,71622,-6.01
1999-06-10,9541907,3,46.54077470999999,3180601,71621,3180645,71622,3180645,71622,-7.08
1999-06-11,9397291,3,46.54077470999999,3132396,71621,3132440,71622,3132440,71622,-8.49
1999-06-14,9220065,3,46.54077470999999,3073321,71621,3073364,71622,3073364,71622,-10.22
1999-06-15,9357597,3,46.54077470999999,3119164,71621,3119208,71622,3119208,71622,-8.88
1999-06-16,9838236,3,46.54077470999999,3279376,71621,3279422,71622,3279422,71622,-4.2
1999-06-17,9947404,3,46.54077470999999,3315765,71621,3315811,71622,3315811,71622,-3.13
1999-06-18,9992778,3,46.54077470999999,3330890,71621,3330936,71622,3330936,71622,-2.69
1999-06-21,10291938,3,46.54077470999999,3430609,71621,3430656,71622,3430656,71622,0.0
1999-06-22,9981431,3,46.54077470999999,3327107,71621,3327154,71622,3327154,71622,-3.02
1999-06-23,10138809,3,46.54077470999999,3379566,71621,3379613,71622,3379613,71622,-1.49
1999-06-24,9937481,3,46.54077470999999,3312457,71621,3312504,71622,3312504,71622,-3.44
1999-06-25,9924723,3,46.54077470999999,3308205,71621,3308251,71622,3308251,71622,-3.57
1999-06-28,10160079,3,46.54077470999999,3386656,71621,3386703,71622,3386703,71622,-1.28
1999-06-29,10299024,3,46.54077470999999,3432971,71621,3433018,71622,3433018,71622,0.0
1999-06-30,10457815,3,46.54077470999999,3485900,71621,3485949,71622,3485949,71622,0.0
